UUUUU  0 ns
#1
UUUU1  6.10308 ns
U1UU1  6.644117 ns
01UU1  7.34804 ns
010U1  8.372429 ns
10111  908.219113 ns
11111  1005.945864 ns
11011  1005.973357 ns
01011  1006.494458 ns
00011  1008.045291 ns
00111  1008.072784 ns
01111  1008.219113 ns
01101  1008.913573 ns
01001  1009.080121 ns
11001  1108.37371 ns
11011  1108.927368 ns
11111  1109.093916 ns
10111  1110.098365 ns
10110  1305.761769 ns
10100  1307.229982 ns
10110  1307.49822 ns
10010  1307.664768 ns
11010  1307.825116 ns
11110  1307.852609 ns
01110  1308.37371 ns
00110  1310.098365 ns
01110  1405.945864 ns
01010  1405.973357 ns
00010  1407.825116 ns
00110  1407.852609 ns
00111  1505.044974 ns
00110  1505.694292 ns
01110  1505.945864 ns
01010  1505.973357 ns
11010  1506.479091 ns
01010  1506.494458 ns
01000  1507.162505 ns
00000  1508.219113 ns
10000  1606.494458 ns
10001  1606.574827 ns
00001  1607.003882 ns
00000  1607.224145 ns
00010  1607.441892 ns
00110  1607.60844 ns
10110  1608.008944 ns
10100  1608.692358 ns
10101  1610.702922 ns
00101  1612.137039 ns
00100  1706.574827 ns
00101  1707.224145 ns
01101  1707.825116 ns
01001  1707.852609 ns
11001  1708.008944 ns
01001  1708.37371 ns
01011  1708.692358 ns
00011  1710.098365 ns
00010  1806.102392 ns
10010  1807.003882 ns
10000  1807.570605 ns
10010  1807.838843 ns
10110  1808.005391 ns
11110  1808.728537 ns
11111  1810.702922 ns
01111  1812.137039 ns
00111  1905.945864 ns
00011  1905.973357 ns
10011  1906.069685 ns
10010  1906.102392 ns
00010  1906.494458 ns
00011  1907.184672 ns
00010  1907.83399 ns
00000  1907.838843 ns
00100  1908.005391 ns
00101  1909.768725 ns
01101  2005.945864 ns
01001  2005.973357 ns
11001  2006.494458 ns
10001  2008.045291 ns
10101  2008.072784 ns
11101  2008.219113 ns
11111  2008.913573 ns
11011  2009.080121 ns
11010  2105.775564 ns
10010  2105.945864 ns
10110  2105.973357 ns
00110  2106.494458 ns
00100  2107.243777 ns
00110  2107.512015 ns
00010  2107.678563 ns
01010  2108.219113 ns
01011  2205.959329 ns
11011  2207.003882 ns
11010  2207.041609 ns
11011  2207.690927 ns
11001  2207.69578 ns
10001  2207.825116 ns
10101  2207.852609 ns
10001  2207.862328 ns
00001  2208.37371 ns
10001  2208.475726 ns
10000  2210.702922 ns
00000  2212.137039 ns
10000  2406.069685 ns
11000  2406.57361 ns
11100  2406.601103 ns
11110  2407.441892 ns
11010  2407.60844 ns
10010  2407.79434 ns
10011  2409.768725 ns
00011  2411.202842 ns
10011  2505.474029 ns
11011  2507.198684 ns
10011  2507.825116 ns
10111  2507.852609 ns
00111  2508.37371 ns
00110  2509.173069 ns
01110  2510.098365 ns
11110  2510.607186 ns
10110  2605.945864 ns
10010  2605.973357 ns
10011  2607.184672 ns
10010  2607.83399 ns
00010  2608.618789 ns
00000  2608.927368 ns
00100  2609.093916 ns
00110  2609.302203 ns
00111  2705.044974 ns
00110  2705.694292 ns
01110  2705.945864 ns
01010  2705.973357 ns
11010  2706.479091 ns
01010  2706.494458 ns
01000  2707.162505 ns
00000  2708.219113 ns
10000  2806.494458 ns
10001  2806.574827 ns
00001  2807.003882 ns
00000  2807.224145 ns
00010  2807.441892 ns
00110  2807.60844 ns
10110  2808.008944 ns
10100  2808.692358 ns
10101  2810.702922 ns
00101  2812.137039 ns
10101  2907.003882 ns
11101  2908.452862 ns
11001  2908.480355 ns
10001  2908.728537 ns
10011  2909.321144 ns
10111  2909.487692 ns
10110  2910.702922 ns
00110  2912.137039 ns
00111  3005.775564 ns
01111  3005.945864 ns
01011  3005.973357 ns
11011  3006.494458 ns
11001  3007.243777 ns
11011  3007.512015 ns
11111  3007.678563 ns
10111  3008.219113 ns
10110  3106.102392 ns
10100  3107.570605 ns
11100  3108.452862 ns
11000  3108.480355 ns
#6
01000  6.120719 ns
00000  6.95986 ns
00010  7.036525 ns
01010  7.27867 ns
01011  7.716015 ns
01111  7.867907 ns
01101  8.479704 ns
01001  9.02492 ns
01000  106.672779 ns
11000  107.083004 ns
11001  107.716015 ns
10001  108.10839 ns
11001  108.240955 ns
11101  109.016437 ns
11100  205.76899 ns
11110  206.532679 ns
11111  206.625589 ns
01111  206.976088 ns
11111  207.972312 ns
11110  208.707695 ns
01110  209.058194 ns
00110  209.130263 ns
00100  305.516382 ns
00101  305.76899 ns
01101  306.496481 ns
01111  306.532679 ns
01110  306.625589 ns
11110  306.976088 ns
11010  307.404528 ns
11110  307.504777 ns
10110  407.42244 ns
10111  407.818387 ns
00111  408.168886 ns
00011  408.330487 ns
00001  506.708996 ns
10001  507.083004 ns
10000  507.388486 ns
10001  507.818387 ns
10011  508.152175 ns
00011  508.168886 ns
01011  508.240955 ns
01111  508.697391 ns
01110  606.683913 ns
00110  606.95986 ns
00100  607.447602 ns
00110  607.623919 ns
00010  607.867907 ns
00011  608.303409 ns
00001  609.067098 ns
00101  609.612314 ns
00100  706.683913 ns
10100  707.246866 ns
10110  707.447602 ns
11110  708.404817 ns
11100  806.948231 ns
11110  807.623919 ns
10110  807.92833 ns
10111  808.303409 ns
10011  808.836377 ns
10001  809.067098 ns
00001  906.120719 ns
00000  906.672779 ns
01000  906.95986 ns
00000  907.27867 ns
00010  907.436468 ns
00011  907.529378 ns
00111  907.867907 ns
10111  907.879877 ns
10101  1005.516382 ns
00101  1006.120719 ns
01101  1007.27867 ns
01001  1007.504777 ns
11001  1106.846165 ns
11011  1107.128291 ns
10011  1108.004116 ns
10111  1109.116686 ns
10101  1305.424616 ns
10100  1306.104106 ns
00100  1306.583299 ns
00110  1306.867795 ns
00010  1307.413011 ns
01010  1307.42244 ns
00010  1307.74125 ns
00110  1308.330487 ns
10110  1506.120719 ns
10111  1506.672779 ns
11111  1506.95986 ns
10111  1507.27867 ns
10101  1507.436468 ns
10100  1507.529378 ns
10000  1507.867907 ns
00000  1507.879877 ns
10000  1606.120719 ns
10010  1607.128291 ns
10011  1607.562087 ns
00011  1607.972312 ns
00001  1608.325776 ns
00101  1609.116686 ns
10101  1706.846165 ns
10100  1707.562087 ns
11100  1707.685306 ns
10100  1708.004116 ns
10110  1708.325776 ns
10111  1708.418686 ns
10011  1708.593353 ns
00011  1708.769185 ns
00001  1807.623919 ns
10001  1807.972312 ns
10000  1808.303409 ns
10001  1808.707695 ns
00001  1809.058194 ns
00011  1809.067098 ns
01011  1809.130263 ns
01111  1809.612314 ns
01110  1906.683913 ns
00110  1906.95986 ns
00100  1907.447602 ns
00110  1907.623919 ns
00010  1907.867907 ns
00011  1908.303409 ns
00001  1909.067098 ns
00101  1909.612314 ns
00111  2005.516382 ns
10111  2006.120719 ns
11111  2007.27867 ns
11011  2007.504777 ns
01011  2106.120719 ns
00011  2106.95986 ns
00001  2107.036525 ns
01001  2107.27867 ns
01000  2107.716015 ns
01100  2107.867907 ns
01110  2108.479704 ns
01010  2109.02492 ns
01011  2205.76899 ns
01001  2206.532679 ns
01000  2206.625589 ns
01010  2206.708996 ns
11010  2206.976088 ns
11011  2207.388486 ns
10011  2207.685306 ns
10001  2208.152175 ns
10101  2208.593353 ns
10001  2208.697391 ns
10000  2208.707695 ns
00000  2209.058194 ns
00010  2407.128291 ns
10010  2407.246866 ns
10011  2407.982249 ns
11011  2408.10839 ns
01011  2408.332748 ns
00011  2408.404817 ns
00111  2409.016437 ns
00011  2409.116686 ns
01011  2507.42244 ns
01010  2507.818387 ns
11010  2508.168886 ns
11110  2508.330487 ns
11111  2606.683913 ns
11101  2607.128291 ns
11111  2607.447602 ns
11110  2607.540512 ns
01110  2607.891011 ns
00110  2608.10839 ns
00010  2609.016437 ns
00110  2609.116686 ns
10110  2706.120719 ns
10111  2706.672779 ns
11111  2706.95986 ns
10111  2707.27867 ns
10101  2707.436468 ns
10100  2707.529378 ns
10000  2707.867907 ns
00000  2707.879877 ns
10000  2806.120719 ns
10010  2807.128291 ns
10011  2807.562087 ns
00011  2807.972312 ns
00001  2808.325776 ns
00101  2809.116686 ns
00111  2906.948231 ns
01111  2907.92833 ns
11111  2907.972312 ns
11110  2908.707695 ns
11010  2908.836377 ns
11110  2908.936626 ns
01110  2909.058194 ns
00110  2909.130263 ns
10110  3006.120719 ns
11110  3006.95986 ns
11100  3007.036525 ns
10100  3007.27867 ns
10101  3007.716015 ns
10001  3007.867907 ns
10011  3008.479704 ns
10111  3009.02492 ns
10101  3106.948231 ns
10111  3107.623919 ns
11111  3107.92833 ns
11110  3108.303409 ns
11010  3108.836377 ns
11000  3109.067098 ns
#7
11100  2.377287 ns
11101  2.958395 ns
11111  3.457567 ns
11101  4.152763 ns
11001  4.155193 ns
01001  4.940316 ns
00001  5.040989 ns
01001  5.72191 ns
01101  102.377287 ns
01100  102.958395 ns
01110  103.457567 ns
01010  103.684843 ns
01000  104.152763 ns
01001  104.817786 ns
00001  105.25156 ns
00000  105.332839 ns
10000  105.555797 ns
10100  106.008361 ns
10110  106.527207 ns
00110  106.767195 ns
01110  106.867868 ns
01100  107.088641 ns
01101  107.383318 ns
11101  108.121329 ns
11001  202.395975 ns
11000  203.056148 ns
11010  203.476255 ns
11011  204.966884 ns
01011  205.005557 ns
00011  205.10623 ns
00111  206.474564 ns
00110  207.055672 ns
00100  207.554844 ns
00110  208.25004 ns
00010  302.395975 ns
00000  303.476255 ns
00100  303.703531 ns
00101  304.966884 ns
01101  305.270248 ns
11101  305.704895 ns
11100  307.055672 ns
11110  308.25004 ns
11010  402.395975 ns
11000  403.476255 ns
11100  404.466876 ns
01100  405.251999 ns
01101  405.332839 ns
00101  405.352672 ns
01101  406.033593 ns
01001  406.474564 ns
01011  406.527207 ns
11011  406.767195 ns
10011  406.867868 ns
10010  407.055672 ns
10011  407.383318 ns
10001  407.554844 ns
00001  408.121329 ns
00011  408.25004 ns
00010  502.916405 ns
00000  504.110773 ns
00001  505.332839 ns
00101  506.474564 ns
00111  506.527207 ns
10111  506.767195 ns
11111  506.867868 ns
11110  507.055672 ns
11111  507.383318 ns
11101  507.554844 ns
01101  508.121329 ns
01111  508.25004 ns
01110  602.115421 ns
01100  603.309789 ns
01000  604.155193 ns
11000  604.940316 ns
10000  605.040989 ns
10100  605.67358 ns
11100  605.72191 ns
11101  606.254688 ns
11111  606.75386 ns
01111  606.767195 ns
00111  606.867868 ns
00101  607.449056 ns
00100  702.115421 ns
00000  702.377287 ns
00001  702.958395 ns
00011  703.457567 ns
00111  705.67358 ns
00110  706.254688 ns
00100  706.75386 ns
10100  706.767195 ns
11100  706.867868 ns
11110  707.449056 ns
11111  802.115421 ns
11110  803.571201 ns
11010  803.644342 ns
11011  804.1659 ns
10011  805.211059 ns
10010  805.62168 ns
10011  806.254688 ns
10001  807.449056 ns
10000  902.224124 ns
00000  902.962135 ns
00100  904.155193 ns
00101  904.817786 ns
00100  905.332839 ns
10100  905.555797 ns
11100  905.72191 ns
11110  906.527207 ns
01110  906.767195 ns
00110  906.867868 ns
00111  907.383318 ns
10111  908.121329 ns
10110  1002.224124 ns
10010  1002.395975 ns
00010  1002.962135 ns
00000  1003.476255 ns
00100  1003.703531 ns
00000  1004.155193 ns
00001  1005.332839 ns
00011  1006.527207 ns
10011  1006.767195 ns
11011  1006.867868 ns
11010  1007.055672 ns
11011  1007.383318 ns
01011  1008.121329 ns
01001  1008.25004 ns
01000  1102.115421 ns
01100  1102.377287 ns
01101  1102.958395 ns
01111  1103.457567 ns
01110  1103.571201 ns
01010  1103.684843 ns
01011  1104.1659 ns
01001  1104.765569 ns
01101  1104.987217 ns
01100  1105.62168 ns
11100  1105.77234 ns
10100  1105.873013 ns
10101  1106.254688 ns
10111  1107.449056 ns
10110  1302.115421 ns
10111  1302.224124 ns
10011  1302.395975 ns
00011  1302.962135 ns
00001  1303.476255 ns
00011  1304.171451 ns
00111  1304.466876 ns
00110  1304.817786 ns
10110  1305.555797 ns
11110  1306.033593 ns
01110  1306.767195 ns
00110  1306.867868 ns
00111  1402.115421 ns
00110  1402.224124 ns
00111  1402.916405 ns
10111  1402.962135 ns
00111  1404.173533 ns
01111  1404.274206 ns
01110  1404.817786 ns
11110  1405.555797 ns
01110  1406.767195 ns
00110  1406.867868 ns
00111  1502.224124 ns
10111  1502.962135 ns
10011  1504.155193 ns
10010  1504.817786 ns
10011  1505.332839 ns
00011  1505.555797 ns
01011  1505.72191 ns
01001  1506.527207 ns
11001  1506.767195 ns
10001  1506.867868 ns
10000  1507.383318 ns
00000  1508.121329 ns
00001  1602.115421 ns
00000  1602.916405 ns
00001  1603.056148 ns
00101  1603.332659 ns
00100  1603.571201 ns
10100  1603.794159 ns
10000  1604.155193 ns
10010  1604.765569 ns
10011  1605.62168 ns
10111  1605.656177 ns
00111  1606.359691 ns
00101  1606.736457 ns
00100  1702.115421 ns
00101  1702.916405 ns
00100  1703.571201 ns
00110  1704.765569 ns
00010  1704.987217 ns
00011  1705.62168 ns
10011  1705.77234 ns
11011  1705.873013 ns
01011  1706.359691 ns
00011  1706.553934 ns
00010  1802.115421 ns
00011  1803.571201 ns
10011  1805.005557 ns
11011  1805.10623 ns
11010  1805.62168 ns
11110  1805.67358 ns
11111  1806.254688 ns
01111  1806.359691 ns
01101  1806.75386 ns
01111  1807.449056 ns
01110  1902.115421 ns
01100  1903.309789 ns
01000  1904.155193 ns
11000  1904.940316 ns
10000  1905.040989 ns
10100  1905.67358 ns
11100  1905.72191 ns
11101  1906.254688 ns
11111  1906.75386 ns
01111  1906.767195 ns
00111  1906.867868 ns
00101  1907.449056 ns
00100  2002.224124 ns
00000  2002.395975 ns
10000  2002.962135 ns
10010  2003.476255 ns
10110  2003.703531 ns
10010  2004.155193 ns
10011  2005.332839 ns
10001  2006.527207 ns
00001  2006.767195 ns
01001  2006.867868 ns
01000  2007.055672 ns
01001  2007.383318 ns
11001  2008.121329 ns
11011  2008.25004 ns
11111  2102.377287 ns
11110  2102.958395 ns
11100  2103.457567 ns
11110  2104.152763 ns
11010  2104.155193 ns
01010  2104.940316 ns
00010  2105.040989 ns
01010  2105.72191 ns
01011  2202.916405 ns
01010  2203.056148 ns
01000  2204.110773 ns
01001  2204.966884 ns
01101  2204.987217 ns
01001  2206.474564 ns
00001  2206.553934 ns
00000  2207.055672 ns
00010  2207.554844 ns
00000  2208.25004 ns
00001  2402.115421 ns
00000  2402.916405 ns
00100  2403.332659 ns
00101  2404.817786 ns
01101  2404.899376 ns
11101  2405.555797 ns
11001  2405.656177 ns
11011  2406.736457 ns
01011  2406.767195 ns
00011  2406.867868 ns
00111  2502.395975 ns
00101  2503.476255 ns
00001  2504.466876 ns
10001  2505.251999 ns
10000  2505.332839 ns
11000  2505.352672 ns
10000  2506.033593 ns
10100  2506.474564 ns
10110  2506.527207 ns
00110  2506.767195 ns
01110  2506.867868 ns
01111  2507.055672 ns
01110  2507.383318 ns
01100  2507.554844 ns
11100  2508.121329 ns
11110  2508.25004 ns
11111  2602.115421 ns
11110  2602.224124 ns
11010  2602.377287 ns
11011  2602.958395 ns
01011  2602.962135 ns
01001  2603.457567 ns
01101  2603.684843 ns
11101  2604.173533 ns
10101  2604.274206 ns
11101  2605.25156 ns
11100  2606.254688 ns
01100  2606.767195 ns
00100  2606.867868 ns
00110  2607.449056 ns
00111  2702.224124 ns
10111  2702.962135 ns
10011  2704.155193 ns
10010  2704.817786 ns
10011  2705.332839 ns
00011  2705.555797 ns
01011  2705.72191 ns
01001  2706.527207 ns
11001  2706.767195 ns
10001  2706.867868 ns
10000  2707.383318 ns
00000  2708.121329 ns
00001  2802.115421 ns
00000  2802.916405 ns
00001  2803.056148 ns
00101  2803.332659 ns
00100  2803.571201 ns
10100  2803.794159 ns
10000  2804.155193 ns
10010  2804.765569 ns
10011  2805.62168 ns
10111  2805.656177 ns
00111  2806.359691 ns
00101  2806.736457 ns
00100  2903.056148 ns
00000  2903.644342 ns
10000  2903.794159 ns
00000  2905.005557 ns
01000  2905.10623 ns
00000  2905.211059 ns
00100  2905.96786 ns
00110  2907.04814 ns
00010  3002.377287 ns
00011  3002.958395 ns
00001  3003.457567 ns
00011  3004.152763 ns
00111  3004.155193 ns
10111  3004.940316 ns
11111  3005.040989 ns
10111  3005.72191 ns
10110  3102.115421 ns
10111  3103.571201 ns
10011  3103.644342 ns
10010  3104.1659 ns
11010  3105.211059 ns
11011  3105.62168 ns
11010  3106.254688 ns
11000  3107.449056 ns
#8
11100  3.157919 ns
11000  3.280321 ns
10000  4.095858 ns
11000  5.048932 ns
11010  5.290834 ns
01010  5.39248 ns
01011  6.99752 ns
01001  7.770298 ns
11001  103.163372 ns
11000  104.285245 ns
10000  104.68553 ns
00000  105.029078 ns
00100  105.920312 ns
01100  106.735849 ns
11100  106.99306 ns
11101  108.114933 ns
11001  202.768688 ns
11101  203.160952 ns
11100  204.341007 ns
11110  205.113785 ns
10110  205.696982 ns
00110  206.04053 ns
00010  302.768688 ns
00000  303.681479 ns
00001  304.341007 ns
10001  305.014427 ns
10011  305.113785 ns
10010  306.1363 ns
10110  306.182996 ns
11110  306.998533 ns
11010  402.768688 ns
11110  403.160952 ns
01110  403.163372 ns
01010  403.283354 ns
00010  404.098891 ns
00011  404.285245 ns
00010  404.341007 ns
00000  405.113785 ns
00001  406.31964 ns
00011  407.092418 ns
00111  502.768688 ns
10111  503.163372 ns
10101  503.681479 ns
10100  504.285245 ns
10101  504.341007 ns
11101  504.68553 ns
01101  505.029078 ns
01111  507.092418 ns
01011  602.520039 ns
11011  603.163372 ns
11111  603.280321 ns
11101  603.43283 ns
11100  604.092358 ns
10100  604.095858 ns
00100  604.765778 ns
00101  605.341296 ns
00001  702.520039 ns
00101  703.157919 ns
10101  703.163372 ns
10100  704.092358 ns
00100  704.765778 ns
00110  704.865136 ns
01110  706.154418 ns
11110  706.497966 ns
11010  802.520039 ns
11110  803.160952 ns
11111  804.092358 ns
11011  804.703221 ns
01011  804.765778 ns
01010  805.341296 ns
00010  805.518758 ns
00011  805.887651 ns
00010  807.331092 ns
10010  808.004512 ns
10000  808.10387 ns
10001  809.126385 ns
00001  903.163372 ns
00101  903.280321 ns
01101  904.095858 ns
11101  904.63226 ns
10101  905.048932 ns
00101  905.39248 ns
00100  906.31964 ns
10100  906.99306 ns
10110  907.092418 ns
10111  908.114933 ns
10011  1002.768688 ns
00011  1003.163372 ns
00111  1003.280321 ns
00101  1003.681479 ns
01101  1004.095858 ns
01100  1004.341007 ns
11100  1004.63226 ns
10100  1005.048932 ns
10110  1005.113785 ns
00110  1005.39248 ns
00010  1006.182996 ns
00011  1006.31964 ns
01011  1006.998533 ns
01001  1007.092418 ns
01101  1102.520039 ns
01001  1102.822885 ns
01011  1103.43283 ns
00011  1103.638422 ns
00010  1104.092358 ns
01010  1104.591496 ns
11010  1104.765778 ns
11000  1104.865136 ns
01000  1104.935044 ns
01001  1105.887651 ns
01101  1105.920312 ns
00101  1106.735849 ns
00100  1107.331092 ns
10100  1108.004512 ns
10110  1108.10387 ns
10111  1109.126385 ns
10011  1303.160952 ns
00011  1303.163372 ns
00111  1303.283354 ns
00101  1304.073743 ns
01101  1304.098891 ns
11101  1304.174824 ns
10101  1305.051965 ns
00101  1305.395513 ns
00100  1307.260204 ns
00110  1308.032982 ns
10110  1403.163372 ns
00110  1404.174824 ns
10110  1503.163372 ns
10010  1503.280321 ns
11010  1504.095858 ns
01010  1504.63226 ns
00010  1505.048932 ns
10010  1505.39248 ns
10011  1506.31964 ns
00011  1506.99306 ns
00001  1507.092418 ns
00000  1508.114933 ns
00100  1603.157919 ns
00000  1603.280321 ns
00010  1604.07071 ns
10010  1604.174824 ns
10110  1604.700188 ns
10111  1605.296697 ns
10110  1607.331092 ns
00110  1608.004512 ns
00100  1608.10387 ns
00101  1609.126385 ns
00001  1702.822885 ns
01001  1703.638422 ns
00001  1704.591496 ns
10001  1704.935044 ns
10000  1707.331092 ns
00000  1708.004512 ns
00010  1708.10387 ns
00011  1709.126385 ns
00111  1802.520039 ns
00101  1803.43283 ns
00100  1804.092358 ns
00101  1805.341296 ns
01101  1805.696982 ns
11101  1806.04053 ns
11100  1807.331092 ns
01100  1808.004512 ns
01110  1808.10387 ns
01111  1809.126385 ns
01011  1902.520039 ns
11011  1903.163372 ns
11111  1903.280321 ns
11101  1903.43283 ns
11100  1904.092358 ns
10100  1904.095858 ns
00100  1904.765778 ns
00101  1905.341296 ns
00001  2002.768688 ns
10001  2003.163372 ns
10101  2003.280321 ns
10111  2003.681479 ns
11111  2004.095858 ns
11110  2004.341007 ns
01110  2004.63226 ns
00110  2005.048932 ns
00100  2005.113785 ns
10100  2005.39248 ns
10000  2006.182996 ns
10001  2006.31964 ns
11001  2006.998533 ns
11011  2007.092418 ns
11111  2103.157919 ns
11011  2103.280321 ns
10011  2104.095858 ns
11011  2105.048932 ns
11001  2105.290834 ns
01001  2105.39248 ns
01000  2106.99752 ns
01010  2107.770298 ns
01110  2202.768688 ns
01010  2202.822885 ns
00010  2203.638422 ns
00000  2203.681479 ns
00001  2204.341007 ns
00000  2205.589945 ns
00100  2403.157919 ns
10100  2403.163372 ns
10110  2404.07071 ns
10111  2404.285245 ns
10011  2404.700188 ns
11011  2405.515725 ns
10011  2406.154418 ns
00011  2406.497966 ns
00111  2502.768688 ns
00011  2503.160952 ns
10011  2503.163372 ns
10111  2503.283354 ns
11111  2504.098891 ns
11110  2504.285245 ns
11111  2504.341007 ns
11101  2505.113785 ns
