UUU  0 ns
#1
U0U  3.957996 ns
U01  4.994801 ns
110  1503.571932 ns
100  1504.475221 ns
101  1505.592979 ns
#26
100  201.821912 ns
000  202.959149 ns
010  204.478116 ns
000  205.028533 ns
001  302.811246 ns
101  303.865261 ns
001  304.358358 ns
011  305.877325 ns
111  402.959149 ns
011  404.358358 ns
010  502.210404 ns
110  504.358358 ns
100  505.417025 ns
110  505.877325 ns
111  601.821912 ns
110  602.811246 ns
010  602.959149 ns
110  603.865261 ns
010  604.358358 ns
000  605.028533 ns
001  702.811246 ns
101  703.865261 ns
001  704.358358 ns
011  705.877325 ns
111  802.959149 ns
011  804.358358 ns
010  901.905134 ns
000  904.478116 ns
001  1002.210404 ns
101  1004.358358 ns
111  1005.417025 ns
101  1005.877325 ns
100  1101.821912 ns
101  1102.811246 ns
001  1102.959149 ns
101  1103.865261 ns
001  1104.358358 ns
011  1105.028533 ns
010  1301.821912 ns
011  1302.811246 ns
111  1302.959149 ns
011  1303.865261 ns
111  1304.358358 ns
101  1305.028533 ns
100  1401.905134 ns
110  1404.478116 ns
111  1502.811246 ns
011  1503.865261 ns
111  1504.358358 ns
101  1505.877325 ns
#27
111  202.381182 ns
110  202.748595 ns
100  203.871579 ns
000  204.406928 ns
001  301.681066 ns
011  302.158328 ns
111  302.693677 ns
011  302.998719 ns
010  401.681066 ns
000  402.158328 ns
001  403.089275 ns
011  403.871579 ns
010  501.681066 ns
000  502.008767 ns
010  502.158328 ns
011  502.37618 ns
111  502.693677 ns
110  503.089275 ns
111  601.681066 ns
101  602.158328 ns
111  602.381182 ns
110  602.748595 ns
010  602.998719 ns
000  603.871579 ns
001  701.681066 ns
011  702.158328 ns
111  702.693677 ns
011  702.998719 ns
010  801.681066 ns
000  802.158328 ns
001  803.089275 ns
011  803.871579 ns
010  903.089275 ns
000  903.871579 ns
001  1001.681066 ns
011  1002.008767 ns
001  1002.158328 ns
000  1002.37618 ns
100  1002.693677 ns
101  1003.089275 ns
100  1101.681066 ns
110  1102.158328 ns
100  1102.381182 ns
101  1102.748595 ns
001  1102.998719 ns
011  1103.871579 ns
010  1301.681066 ns
000  1302.158328 ns
010  1302.381182 ns
011  1302.748595 ns
111  1302.998719 ns
101  1303.871579 ns
100  1403.089275 ns
110  1403.871579 ns
111  1501.681066 ns
101  1502.158328 ns
001  1502.693677 ns
101  1502.998719 ns
#28
100  200.705799 ns
110  201.430769 ns
100  202.636518 ns
000  202.79506 ns
010  301.340308 ns
110  301.49885 ns
111  302.757016 ns
011  303.801762 ns
010  400.705799 ns
000  401.340308 ns
100  401.49885 ns
101  401.836296 ns
111  402.636518 ns
011  402.79506 ns
001  501.340308 ns
101  501.49885 ns
100  501.836296 ns
110  502.561266 ns
111  600.705799 ns
101  601.340308 ns
111  601.430769 ns
011  601.49885 ns
001  602.636518 ns
000  602.757016 ns
100  602.79506 ns
000  603.801762 ns
010  701.340308 ns
110  701.49885 ns
111  702.757016 ns
011  703.801762 ns
010  800.705799 ns
000  801.340308 ns
100  801.49885 ns
101  801.836296 ns
111  802.636518 ns
011  802.79506 ns
010  900.705799 ns
011  901.750314 ns
010  901.836296 ns
000  902.636518 ns
010  1001.340308 ns
110  1001.49885 ns
111  1001.836296 ns
101  1002.561266 ns
100  1100.705799 ns
110  1101.340308 ns
100  1101.430769 ns
000  1101.49885 ns
010  1102.636518 ns
011  1102.757016 ns
111  1102.79506 ns
011  1103.801762 ns
010  1300.705799 ns
000  1301.340308 ns
010  1301.430769 ns
110  1301.49885 ns
100  1302.636518 ns
101  1302.757016 ns
001  1302.79506 ns
101  1303.801762 ns
100  1400.705799 ns
101  1401.750314 ns
100  1401.836296 ns
110  1402.636518 ns
100  1501.340308 ns
000  1501.49885 ns
001  1502.757016 ns
101  1503.801762 ns
#29
111  202.839725 ns
011  203.046063 ns
010  203.310814 ns
000  206.324051 ns
100  302.862003 ns
101  304.028027 ns
001  304.838373 ns
011  306.139991 ns
010  402.235717 ns
011  404.028027 ns
010  502.235717 ns
000  502.397142 ns
100  502.862003 ns
101  502.868231 ns
100  504.028027 ns
110  506.139991 ns
100  602.839725 ns
101  603.310814 ns
100  604.028027 ns
000  604.838373 ns
100  702.862003 ns
101  704.028027 ns
001  704.838373 ns
011  706.139991 ns
010  802.235717 ns
011  804.028027 ns
010  902.235717 ns
000  906.324051 ns
001  1002.235717 ns
011  1002.397142 ns
111  1002.862003 ns
110  1002.868231 ns
111  1004.028027 ns
101  1006.139991 ns
111  1102.839725 ns
110  1103.310814 ns
111  1104.028027 ns
011  1104.838373 ns
001  1302.839725 ns
000  1303.310814 ns
001  1304.028027 ns
101  1304.838373 ns
100  1402.235717 ns
110  1406.324051 ns
010  1502.862003 ns
011  1504.028027 ns
111  1504.838373 ns
101  1506.139991 ns
#30
100  201.126843 ns
110  202.258279 ns
010  204.247602 ns
000  204.304282 ns
100  301.932013 ns
110  301.988693 ns
111  302.079393 ns
011  305.544454 ns
010  400.668733 ns
011  400.782541 ns
010  401.126843 ns
110  401.932013 ns
100  401.988693 ns
101  402.079393 ns
001  404.247602 ns
011  404.304282 ns
010  500.668733 ns
011  500.782541 ns
001  501.800169 ns
101  501.932013 ns
111  501.988693 ns
110  502.079393 ns
111  601.126843 ns
011  601.932013 ns
001  601.988693 ns
000  602.079393 ns
010  602.258279 ns
110  604.247602 ns
100  604.304282 ns
000  605.544454 ns
100  701.932013 ns
110  701.988693 ns
111  702.079393 ns
011  705.544454 ns
010  800.668733 ns
011  800.782541 ns
010  801.126843 ns
110  801.932013 ns
100  801.988693 ns
101  802.079393 ns
001  804.247602 ns
011  804.304282 ns
010  900.668733 ns
011  900.782541 ns
010  901.126843 ns
000  904.304282 ns
001  1000.668733 ns
000  1000.782541 ns
010  1001.800169 ns
110  1001.932013 ns
100  1001.988693 ns
101  1002.079393 ns
100  1101.126843 ns
000  1101.932013 ns
010  1101.988693 ns
011  1102.079393 ns
001  1102.258279 ns
101  1104.247602 ns
111  1104.304282 ns
011  1105.544454 ns
010  1301.126843 ns
110  1301.932013 ns
100  1301.988693 ns
101  1302.079393 ns
111  1302.258279 ns
011  1304.247602 ns
001  1304.304282 ns
101  1305.544454 ns
100  1400.668733 ns
101  1400.782541 ns
100  1401.126843 ns
110  1404.304282 ns
010  1501.932013 ns
000  1501.988693 ns
001  1502.079393 ns
101  1505.544454 ns
#31
111  202.334988 ns
110  203.37951 ns
100  204.308204 ns
000  204.411326 ns
010  302.054964 ns
110  302.158086 ns
111  305.410885 ns
011  305.642229 ns
001  402.054964 ns
101  402.158086 ns
111  402.334988 ns
110  403.37951 ns
100  404.308204 ns
000  404.411326 ns
010  405.053564 ns
011  406.098086 ns
001  502.054964 ns
101  502.158086 ns
111  505.053564 ns
110  506.098086 ns
100  602.054964 ns
000  602.158086 ns
010  602.334988 ns
011  603.37951 ns
001  604.308204 ns
101  604.411326 ns
100  605.410885 ns
000  605.642229 ns
010  702.054964 ns
110  702.158086 ns
111  705.410885 ns
011  705.642229 ns
001  802.054964 ns
101  802.158086 ns
111  802.334988 ns
110  803.37951 ns
100  804.308204 ns
000  804.411326 ns
010  805.053564 ns
011  806.098086 ns
001  902.334988 ns
000  903.37951 ns
001  904.179982 ns
011  904.308204 ns
001  905.053564 ns
000  906.098086 ns
010  1002.054964 ns
110  1002.158086 ns
100  1005.053564 ns
101  1006.098086 ns
111  1102.054964 ns
011  1102.158086 ns
001  1102.334988 ns
000  1103.37951 ns
010  1104.308204 ns
110  1104.411326 ns
111  1105.410885 ns
011  1105.642229 ns
001  1302.054964 ns
101  1302.158086 ns
111  1302.334988 ns
110  1303.37951 ns
100  1304.308204 ns
000  1304.411326 ns
001  1305.410885 ns
101  1305.642229 ns
111  1402.334988 ns
110  1403.37951 ns
111  1404.179982 ns
101  1404.308204 ns
111  1405.053564 ns
110  1406.098086 ns
100  1502.054964 ns
000  1502.158086 ns
001  1505.410885 ns
101  1505.642229 ns
#32
100  201.658943 ns
110  202.06044 ns
010  203.64304 ns
000  204.050535 ns
100  301.907627 ns
110  302.315122 ns
111  304.050251 ns
011  306.158358 ns
010  401.534933 ns
011  401.658943 ns
111  401.907627 ns
101  402.315122 ns
100  402.73347 ns
000  403.64304 ns
001  404.050251 ns
011  404.050535 ns
010  501.534933 ns
110  501.907627 ns
100  502.315122 ns
101  502.73347 ns
111  503.134967 ns
110  504.050251 ns
111  601.658943 ns
011  601.907627 ns
001  602.06044 ns
011  602.315122 ns
111  603.64304 ns
110  604.050251 ns
100  604.050535 ns
000  606.158358 ns
100  701.907627 ns
110  702.315122 ns
111  704.050251 ns
011  706.158358 ns
010  801.534933 ns
011  801.658943 ns
111  801.907627 ns
101  802.315122 ns
100  802.73347 ns
000  803.64304 ns
001  804.050251 ns
011  804.050535 ns
010  901.534933 ns
011  901.658943 ns
010  902.73347 ns
000  904.050535 ns
001  1001.534933 ns
101  1001.907627 ns
111  1002.315122 ns
110  1002.73347 ns
100  1003.134967 ns
101  1004.050251 ns
100  1101.658943 ns
000  1101.907627 ns
010  1102.06044 ns
000  1102.315122 ns
100  1103.64304 ns
101  1104.050251 ns
111  1104.050535 ns
011  1106.158358 ns
010  1301.658943 ns
110  1301.907627 ns
100  1302.06044 ns
110  1302.315122 ns
010  1303.64304 ns
011  1304.050251 ns
001  1304.050535 ns
101  1306.158358 ns
100  1401.534933 ns
101  1401.658943 ns
100  1402.73347 ns
110  1404.050535 ns
010  1501.907627 ns
000  1502.315122 ns
001  1504.050251 ns
101  1506.158358 ns
#33
111  202.314265 ns
101  202.825052 ns
001  203.004208 ns
000  203.025604 ns
010  301.329219 ns
110  301.508375 ns
010  304.534889 ns
011  305.89908 ns
001  401.329219 ns
101  401.508375 ns
111  402.825052 ns
011  403.004208 ns
001  501.329219 ns
101  501.508375 ns
111  501.540266 ns
110  502.251605 ns
100  601.329219 ns
000  601.508375 ns
010  602.314265 ns
000  602.825052 ns
100  603.004208 ns
101  603.025604 ns
001  604.534889 ns
000  605.89908 ns
010  701.329219 ns
110  701.508375 ns
010  704.534889 ns
011  705.89908 ns
001  801.329219 ns
101  801.508375 ns
111  802.825052 ns
011  803.004208 ns
001  902.825052 ns
000  904.368399 ns
010  1001.329219 ns
110  1001.508375 ns
100  1001.540266 ns
101  1002.251605 ns
111  1101.329219 ns
011  1101.508375 ns
001  1102.314265 ns
011  1102.825052 ns
111  1103.004208 ns
110  1103.025604 ns
010  1104.534889 ns
011  1105.89908 ns
001  1301.329219 ns
101  1301.508375 ns
111  1302.314265 ns
101  1302.825052 ns
001  1303.004208 ns
000  1303.025604 ns
100  1304.534889 ns
101  1305.89908 ns
111  1402.825052 ns
110  1404.368399 ns
100  1501.329219 ns
000  1501.508375 ns
100  1504.534889 ns
101  1505.89908 ns
#34
100  200.772503 ns
110  202.318957 ns
100  202.646871 ns
000  203.043375 ns
001  302.287976 ns
011  303.285109 ns
111  303.359796 ns
011  303.681613 ns
010  401.971555 ns
011  402.287976 ns
010  501.159175 ns
011  501.971555 ns
010  502.287976 ns
000  502.705629 ns
010  503.285109 ns
110  503.681613 ns
111  600.772503 ns
110  602.287976 ns
100  602.318957 ns
000  603.359796 ns
001  702.287976 ns
011  703.285109 ns
111  703.359796 ns
011  703.681613 ns
010  801.971555 ns
011  802.287976 ns
010  901.971555 ns
000  902.646871 ns
001  1001.159175 ns
000  1001.971555 ns
001  1002.287976 ns
011  1002.705629 ns
001  1003.285109 ns
101  1003.681613 ns
100  1100.772503 ns
101  1102.287976 ns
111  1102.318957 ns
011  1103.359796 ns
010  1300.772503 ns
011  1302.287976 ns
001  1302.318957 ns
101  1303.359796 ns
100  1401.971555 ns
110  1402.646871 ns
111  1502.287976 ns
101  1503.285109 ns
001  1503.359796 ns
101  1503.681613 ns
#35
111  201.963375 ns
011  202.617904 ns
001  204.639833 ns
000  205.182994 ns
100  302.090528 ns
110  302.156857 ns
111  302.447085 ns
011  302.811386 ns
001  402.402595 ns
000  402.945756 ns
010  404.639833 ns
011  405.182994 ns
001  502.156857 ns
011  502.402595 ns
111  502.811386 ns
110  502.945756 ns
010  602.090528 ns
011  602.447085 ns
001  604.639833 ns
000  605.182994 ns
100  702.090528 ns
110  702.156857 ns
111  702.447085 ns
011  702.811386 ns
001  802.402595 ns
000  802.945756 ns
010  804.639833 ns
011  805.182994 ns
001  901.963375 ns
011  902.402595 ns
010  902.945756 ns
011  902.974461 ns
001  904.639833 ns
000  905.182994 ns
010  1002.156857 ns
000  1002.402595 ns
100  1002.811386 ns
101  1002.945756 ns
001  1102.090528 ns
000  1102.447085 ns
010  1104.639833 ns
011  1105.182994 ns
111  1302.090528 ns
110  1302.447085 ns
100  1304.639833 ns
101  1305.182994 ns
111  1401.963375 ns
101  1402.402595 ns
100  1402.945756 ns
101  1402.974461 ns
111  1404.639833 ns
110  1405.182994 ns
010  1502.090528 ns
000  1502.156857 ns
001  1502.447085 ns
101  1502.811386 ns
#36
100  202.090156 ns
110  202.82784 ns
010  202.86674 ns
000  203.563052 ns
001  303.060237 ns
101  303.692307 ns
111  303.701617 ns
011  303.740517 ns
010  402.23467 ns
011  403.060237 ns
010  502.23467 ns
011  502.601816 ns
010  503.060237 ns
000  503.701617 ns
100  503.740517 ns
110  504.074712 ns
111  602.090156 ns
110  603.060237 ns
100  603.563052 ns
000  603.692307 ns
001  703.060237 ns
101  703.692307 ns
111  703.701617 ns
011  703.740517 ns
010  802.23467 ns
011  803.060237 ns
010  902.23467 ns
000  902.82784 ns
001  1002.23467 ns
000  1002.601816 ns
001  1003.060237 ns
011  1003.701617 ns
111  1003.740517 ns
101  1004.074712 ns
100  1102.090156 ns
101  1103.060237 ns
111  1103.563052 ns
011  1103.692307 ns
010  1302.090156 ns
011  1303.060237 ns
001  1303.563052 ns
101  1303.692307 ns
100  1402.23467 ns
110  1402.82784 ns
111  1503.060237 ns
011  1503.692307 ns
001  1503.701617 ns
101  1503.740517 ns
#37
111  200.673829 ns
110  201.341778 ns
100  203.538792 ns
000  204.127678 ns
010  302.671598 ns
011  302.799474 ns
111  303.260484 ns
011  303.854303 ns
001  400.673829 ns
000  401.341778 ns
010  403.26884 ns
011  403.936789 ns
001  502.671598 ns
101  503.260484 ns
111  503.26884 ns
110  503.936789 ns
100  600.673829 ns
101  601.341778 ns
100  602.799474 ns
000  603.854303 ns
010  702.671598 ns
011  702.799474 ns
111  703.260484 ns
011  703.854303 ns
001  800.673829 ns
000  801.341778 ns
010  803.26884 ns
011  803.936789 ns
001  900.673829 ns
000  901.341778 ns
001  903.072849 ns
011  903.26884 ns
001  903.538792 ns
000  903.936789 ns
010  1002.671598 ns
110  1003.260484 ns
100  1003.26884 ns
101  1003.936789 ns
111  1100.673829 ns
110  1101.341778 ns
111  1102.799474 ns
011  1103.854303 ns
001  1300.673829 ns
000  1301.341778 ns
001  1302.799474 ns
101  1303.854303 ns
111  1400.673829 ns
110  1401.341778 ns
111  1403.072849 ns
101  1403.26884 ns
111  1403.538792 ns
110  1403.936789 ns
100  1502.671598 ns
101  1502.799474 ns
001  1503.260484 ns
101  1503.854303 ns
#38
001  201.674421 ns
000  202.892203 ns
010  202.957165 ns
000  204.451831 ns
100  303.287058 ns
000  303.781166 ns
001  304.101562 ns
011  305.06391 ns
010  402.488925 ns
110  403.287058 ns
010  403.781166 ns
011  404.101562 ns
111  501.674421 ns
110  502.367903 ns
111  502.488925 ns
011  503.287058 ns
111  503.781166 ns
101  503.927531 ns
100  504.101562 ns
110  505.06391 ns
010  601.674421 ns
011  602.892203 ns
111  603.287058 ns
011  603.781166 ns
010  604.101562 ns
000  604.451831 ns
100  703.287058 ns
000  703.781166 ns
001  704.101562 ns
011  705.06391 ns
010  802.488925 ns
110  803.287058 ns
010  803.781166 ns
011  804.101562 ns
010  902.488925 ns
000  902.957165 ns
100  1001.674421 ns
101  1002.367903 ns
100  1002.488925 ns
000  1003.287058 ns
100  1003.781166 ns
110  1003.927531 ns
111  1004.101562 ns
101  1005.06391 ns
001  1101.674421 ns
000  1102.892203 ns
100  1103.287058 ns
000  1103.781166 ns
001  1104.101562 ns
011  1104.451831 ns
111  1301.674421 ns
110  1302.892203 ns
010  1303.287058 ns
110  1303.781166 ns
111  1304.101562 ns
101  1304.451831 ns
100  1402.488925 ns
110  1402.957165 ns
010  1503.287058 ns
110  1503.781166 ns
111  1504.101562 ns
101  1505.06391 ns
#39
111  201.076043 ns
110  202.684265 ns
100  203.255899 ns
000  203.740342 ns
001  300.166678 ns
011  301.406305 ns
111  301.890748 ns
011  302.353838 ns
010  400.166678 ns
000  401.076043 ns
010  401.406305 ns
011  401.553182 ns
111  401.890748 ns
101  402.413443 ns
111  403.255899 ns
011  403.740342 ns
010  500.166678 ns
000  501.406305 ns
001  501.553182 ns
101  501.890748 ns
111  502.413443 ns
110  504.021665 ns
111  600.166678 ns
101  601.076043 ns
111  601.406305 ns
011  601.890748 ns
111  602.353838 ns
110  602.684265 ns
100  603.255899 ns
000  603.740342 ns
001  700.166678 ns
011  701.406305 ns
111  701.890748 ns
011  702.353838 ns
010  800.166678 ns
000  801.076043 ns
010  801.406305 ns
011  801.553182 ns
111  801.890748 ns
101  802.413443 ns
111  803.255899 ns
011  803.740342 ns
001  901.076043 ns
000  901.553182 ns
010  902.413443 ns
000  903.255899 ns
001  1000.166678 ns
011  1001.406305 ns
010  1001.553182 ns
110  1001.890748 ns
100  1002.413443 ns
101  1004.021665 ns
100  1100.166678 ns
110  1101.076043 ns
100  1101.406305 ns
000  1101.890748 ns
100  1102.353838 ns
101  1102.684265 ns
111  1103.255899 ns
011  1103.740342 ns
010  1300.166678 ns
000  1301.076043 ns
010  1301.406305 ns
110  1301.890748 ns
010  1302.353838 ns
011  1302.684265 ns
001  1303.255899 ns
101  1303.740342 ns
111  1401.076043 ns
110  1401.553182 ns
100  1402.413443 ns
110  1403.255899 ns
111  1500.166678 ns
101  1501.406305 ns
001  1501.890748 ns
101  1502.353838 ns
#40
111  202.372486 ns
110  202.494765 ns
100  202.544817 ns
000  203.545067 ns
100  302.318249 ns
101  302.813646 ns
111  303.334163 ns
011  304.506744 ns
001  503.334163 ns
101  504.506744 ns
100  504.541647 ns
110  504.591699 ns
010  602.318249 ns
011  602.494765 ns
001  602.544817 ns
000  602.813646 ns
100  702.318249 ns
101  702.813646 ns
111  703.334163 ns
011  704.506744 ns
001  902.372486 ns
000  904.040464 ns
010  1003.334163 ns
110  1004.506744 ns
111  1004.541647 ns
101  1004.591699 ns
001  1102.318249 ns
000  1102.494765 ns
010  1102.544817 ns
011  1102.813646 ns
111  1302.318249 ns
110  1302.494765 ns
100  1302.544817 ns
101  1302.813646 ns
111  1402.372486 ns
110  1404.040464 ns
010  1502.318249 ns
011  1502.813646 ns
001  1503.334163 ns
101  1504.506744 ns
#41
001  201.035426 ns
000  202.110992 ns
010  202.655822 ns
000  203.901472 ns
100  302.416394 ns
000  303.070347 ns
001  303.564926 ns
011  305.936393 ns
010  402.183958 ns
110  402.416394 ns
010  403.070347 ns
011  403.564926 ns
111  501.035426 ns
110  502.076714 ns
111  502.183958 ns
011  502.416394 ns
001  502.621544 ns
101  503.070347 ns
100  503.564926 ns
110  505.936393 ns
010  601.035426 ns
011  602.110992 ns
111  602.416394 ns
101  602.655822 ns
001  603.070347 ns
000  603.564926 ns
100  702.416394 ns
000  703.070347 ns
001  703.564926 ns
011  705.936393 ns
010  802.183958 ns
110  802.416394 ns
010  803.070347 ns
011  803.564926 ns
010  902.183958 ns
000  903.901472 ns
100  1001.035426 ns
101  1002.076714 ns
100  1002.183958 ns
000  1002.416394 ns
010  1002.621544 ns
110  1003.070347 ns
111  1003.564926 ns
101  1005.936393 ns
001  1101.035426 ns
000  1102.110992 ns
100  1102.416394 ns
110  1102.655822 ns
010  1103.070347 ns
011  1103.564926 ns
111  1301.035426 ns
110  1302.110992 ns
010  1302.416394 ns
000  1302.655822 ns
100  1303.070347 ns
101  1303.564926 ns
100  1402.183958 ns
110  1403.901472 ns
010  1502.416394 ns
110  1503.070347 ns
111  1503.564926 ns
101  1505.936393 ns
#42
001  202.36253 ns
000  202.689639 ns
010  203.006831 ns
000  204.246018 ns
001  302.347916 ns
101  302.452206 ns
001  302.951901 ns
011  303.096507 ns
010  401.399808 ns
011  402.689639 ns
010  501.399808 ns
110  502.452206 ns
100  502.956187 ns
110  503.096507 ns
111  602.347916 ns
110  602.689639 ns
010  602.951901 ns
000  604.246018 ns
001  702.347916 ns
101  702.452206 ns
001  702.951901 ns
011  703.096507 ns
010  801.399808 ns
011  802.689639 ns
010  901.399808 ns
011  901.758545 ns
010  902.689639 ns
000  903.006831 ns
001  1001.399808 ns
101  1002.452206 ns
111  1002.956187 ns
101  1003.096507 ns
100  1102.347916 ns
101  1102.689639 ns
001  1102.951901 ns
011  1104.246018 ns
010  1302.347916 ns
011  1302.689639 ns
